,text,likes,retweets,city,sentiment_analysis,url
0,@UnculturedNFT Let's kick some asses!,0,0,Montenegro,0.0,
1,"Same team, 3 years in a row 😐 #TDF2022 https://t.co/I4Gpto7S0Z",0,0,Montenegro,0.0,https://t.co/I4Gpto7S0Z
2,"@milelozach Hit, life mi 😂😂",1,0,Montenegro,0.0,
3,Perast https://t.co/mYh8doAk3M,1,0,Montenegro,0.0,https://t.co/mYh8doAk3M
4,"For those who don't know

Furra (alb) - Bakery (cg) 😅 https://t.co/FzqUOQ3j0x",1,0,Montenegro,0.0,https://t.co/FzqUOQ3j0x
5,@ LjiljanaPesic4 Is there anyone in the audience ... some silence in the background😂😂,0,0,Montenegro,0.0,
6,"I love this guy like he's out of my house, he's a good villain, he acts like me 10/10 https://t.co/cX8ktdiNGl",2,0,Montenegro,0.8176,https://t.co/cX8ktdiNGl
7,@gago_galex Betan is it!,0,0,Montenegro,0.0,
8,@winery_Rakcevic Dominated by Goran Djukanović😁,1,0,Montenegro,0.0,
9,"Marko Milačić, who burns flags, teaches ministers not to keep their hands in their pockets. 🤔",4,1,Montenegro,0.0,
10,"@ IvanaGajic13 Here I don't know, I have to think a little… 👀",0,0,Montenegro,0.0,
11,https://t.co/CwVS1qL2aH,0,0,Montenegro,0.0,https://t.co/CwVS1qL2aH
12,"@ TajSam34374750 @aszekovic @Demokratski We were all recognized until the violent seizure of autonomy, and the creation of spc. Where is your tomos, who gave it to you, and when?",0,0,Montenegro,-0.4215,
13,"Since I came from Lyon, do you believe that I can't do without a long dress and 10 kilos of cheese and croissants every morning https://t.co/o7jkDbhheQ",7,0,Montenegro,0.0,https://t.co/o7jkDbhheQ
14,https://t.co/vUozpTgvIu,0,0,Montenegro,0.0,https://t.co/vUozpTgvIu
15,https://t.co/8SDF66cSHv,0,0,Montenegro,0.0,https://t.co/8SDF66cSHv
16,https://t.co/jvstlJT3rm,0,0,Montenegro,0.0,https://t.co/jvstlJT3rm
17,"When the spine bends, the ass expands my good people",1,0,Montenegro,-0.0516,
18,https://t.co/WXnDLJXGAA,0,0,Montenegro,0.0,https://t.co/WXnDLJXGAA
19,"While we are waiting for Raska, the Prime Minister answered us. https://t.co/MRdzrHw9k7",2,0,Montenegro,0.0,https://t.co/MRdzrHw9k7
20,https://t.co/ak5IJr3ggP,0,0,Montenegro,0.0,https://t.co/ak5IJr3ggP
21,@milelozach Mostly not. 🤷🏻‍♀️,0,0,Montenegro,0.0,
22,Short and clear❗️🇲🇪🇲🇪 https://t.co/s4hfnOJyYy,2,0,Montenegro,0.0,https://t.co/s4hfnOJyYy
23,https://t.co/81CIpBjE3E,0,0,Montenegro,0.0,https://t.co/81CIpBjE3E
24,@ venegor10 @uz_iva_m Are you sorry they didn't call you 🤣🤣🤣,0,0,Montenegro,-0.0772,
25,"@ BogOtac18 @PoleksijaM She said nicely that she received recognition from the state, not from him. And to fall into the classic trap of refusing that recognition. All he needs to do is keep working on his own.",1,0,Montenegro,-0.2732,
26,Европасаде хттпс: //т.цо/овс5й45о,1,0,Montenegro,0.0,
27,"@evroslinavica Insider is somehow depreciated. As if it doesn't exist.
In any case, that girl is very dear to me, and I wish her a long life and a good career. She hasn't done the best she can yet. Not even close.",1,0,Montenegro,0.628,
28,"@ Ranka78476930 @cevljanka Well, someone said ... what a bena !!!",0,0,Montenegro,0.4545,
29,@MedvedRZD would never date a bartender/barista,0,0,Montenegro,0.0,
30,"@AMConsigliere There are many, but Idea definitely deserves this title. 😂",1,0,Montenegro,0.5499,
